"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0263","Prvosenka vyšší","Primula elatior","prvosenka_vyssi","primula_elatior","https://www.brvohorik.cz/l/prvosenka-vyssi/","bylina","kasel | nachlazeni | zanety_dychacich_cest",,"expektoracni | protizanetlive | uklidnujici","kvet | koren","kvet: brezen | duben | kveten ; koren: zari | rijen","louky | lesni_okraje | vlhke_lokality","zluta","Silice: | Flavonoidy: kvercetin | rutinosid ; Saponiny: primula saponin A | primula saponin B ; Vitaminy: vitamin C | vitamin B2 | beta-karoten ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Primulaceae","nálev | odvar | tinktura | sirup","prvosenka jarní | prvosenka | prvosenka vysoká","1","on"
"R0264","Pryskyřník prudký","Ranunculus acris","pryskyřník_prudký","ranunculus_acris","https://www.brvohorik.cz/l/pryskyřník-prudký/","bylina",,,,"nat | kvet","nat: kveten | cerven | cervenec ; kvet: kveten | cerven | cervenec","louky | pastviny | vlhke_lokality","zluta","Silice: akrilová kyselina ; Třísloviny: kyselina galová | kyselina ellagová ; Saponiny: ranunculin ; Alkaloidy: protoanemonin ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina salicylová ; Hořčiny: ranunculin","toxické účinky, alergie na rostliny z čeledi Ranunculaceae | současné užívání antikoagulancií","nálev | odvar | tinktura","jenotrubka | sklenka | pryskyřník","3","on"
"R0265","Pryšec chvojka","Euphorbia cyparissias","pryscec_chvojka","euphorbia_cyparissias","https://www.brvohorik.cz/l/pryscec-chvojka/","bylina",,,,"nat","nat: duben | kveten | cerven","suche_louky | pastviny | strane | pisky","zluta | zlutozelena","Silice: 1,8-cineol | limonene ; Alkaloidy: daphnetin ; Glykosidy: euphorbin ; Třísloviny: galotaniny ; Saponiny: sapogeniny ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C","alergie na pyly | kontaktní dermatitida | toxicita při požití | těhotenství | kojení",,"přesličník | chlupatý pryšec | pryšec cyprusový","3","on"
"R0266","Ptačinec žabinec","Stellaria media","ptacinec_zabinec","stellaria_media","https://www.brvohorik.cz/l/ptacinec-zabinec/","bylina","kozni_problemy | zanety | rany | kasel | nachlazeni",,"protizanetlive | hojive | cisti_krev | expektoracni","nat","nat: brezen | duben | kveten | cerven | cervenec | srpen | zari | rijen","zahrady | pole | rumiste | vlhke_lokality","bila","Silice: | Flavonoidy: quercetin | kaempferol ; Vitaminy: vitamin C | vitamin A | vitamin K ; Minerální látky: železo | vápník | hořčík | fosfor | mangan ; Třísloviny: tanniny ; Slizy: slizovité polysacharidy","těhotenství | kojení | alergie na rostliny z čeledi Caryophyllaceae","nálev | odvar | čerstvá šťáva | salát | příloha | čaj","pampeliškový salát | ptáčník | kukačka","1","on"
"R0267","Pupalka dvouletá","Oenothera biennis","pupalka_dvouleta","oenothera_biennis","https://www.brvohorik.cz/l/pupalka-dvouleta/","bylina","hormonalni_nerovnovaha | menstruační_potize | ekzemy | kozni_problemy",,"protizanetlive | regeneracni | podporuje_hormonalni_rovnovahu | vyzivne","semeno | koren","semeno: srpen | zari ; koren: zari | rijen","suche_lokality | rumiste | pole","zluta","Omega-6 nenasycené mastné kyseliny: kyselina linolová | kyselina gama-linolenová ; Flavonoidy: quercetin | kaempferol | isorhamnetin ; Triterpeny: oenotherin | oenothera acid ; Vitaminy: vitamin E | vitamin C ; Minerální látky: hořčík | železo | zinek","těhotenství | kojení | alergie na rostliny z čeledi Onagraceae | současné užívání antikoagulancií","olej | kapsle | tinktura | čaj | mast","pupalka | pupalka lékařská | noční svíce","1","on"
"R0268","Pupava bezlodyžná","Carlina acaulis","pupava_bezlodyzna","carlina_acaulis","https://www.brvohorik.cz/l/pupava-bezlodyzna/","bylina",,,,"koren","koren: zari | rijen","suche_louky | horske_louky | vapencove_pudy","bila","Silice: karvon | cineol ; Hořčiny: carlina ; Triterpeny: taraxasterol | lupeol ; Fenolické kyseliny: kyselina kávová | kyselina chlorogenová","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura","pupava | bezlodyh | strážník | jabková květina","1","on"
"R0269","Puškvorec obecný","Acorus calamus","puskvorec_obecny","acorus_calamus","https://www.brvohorik.cz/l/puskvorec-obecny/","bylina","potize_s_travenim | nechutenstvi | nadymani",,"podporuje_traveni | horke | stimuluje_chut_k_jidlu | protizanetlive","oddenek","oddenek: zari | rijen","brehy_vod | mokrady | vlhke_lokality","zelena","Silice: α-asarone | β-asarone ; Triterpeny: saponiny ; Fenolické kyseliny: kyselina rozmarýnová ; Hořčiny: acorin | calamusin ; Slizy: slizové látky","těhotenství | kojení | alergie | vysoké dávky mohou způsobit neurotoxické účinky","nálev | odvar | tinktura | prášek | aromatizace potravin","puškvorec | puškvorc | vodní puškvorec | kalamus","2","on"
"R0270","Přeslička bahenní","Equisetum palustre","preslicka_bahenni","equisetum_palustre","https://www.brvohorik.cz/l/preslicka-bahenni/","bylina",,,,"nat","nat: kveten | cerven | cervenec | srpen","mokrady | vlhke_louky | brehy_vod","zelena","Silice: žádné; Flavonoidy: kvercetin | kaempferol; Minerální látky: křemík | vápník | draslík | železo; Třísloviny: žádné; Saponiny: žádné; Alkaloidy: žádné; Fenolické kyseliny: žádné; Glykosidy: žádné; Triterpeny: žádné; Vitaminy: žádné; Hořčiny: žádné; Slizy: žádné","těhotenství | kojení | onemocnění ledvin | nedostatek vitamínu B1 | užívání diuretik","nálev | odvar | tinktura | čaj | prášek","březálek | přeslička | morko | mokřadní přeslička","3","on"
"R0271","Přeslička rolní","Equisetum arvense","preslicka_rolni","equisetum_arvense","https://www.brvohorik.cz/l/preslicka-rolni/","bylina","zanety_mocovych_cest | otoky | lamavost_vlasu | lamavost_nehtu",,"mocopudne | posiluje_vlasy | posiluje_nehty | detoxikacni | protizanetlive","nat","nat: kveten | cerven | cervenec | srpen","pole | louky | rumiste","zelena","Minerální látky: křemík | draslík | vápník | hořčík | mangan ; Flavonoidy: quercetin | kaempferol ; Třísloviny: kyselina gallová ; Saponiny: saponiny","těhotenství | kojení | nedostatek thiaminu | vysoké dávky při dlouhodobém užívání","nálev | odvar | tinktura | mast","hnojník | chvost nevěsty | přeslička | oheň na březích | jelínek | malý reptel | prutník | pichlavina | žabí tráva","1","on"
"R0272","Pýr plazivý","Elytrigia repens","pyr_plazivy","elytrigia_repens","https://www.brvohorik.cz/l/pyr-plazivy/","bylina","zanety_mocovych_cest | zanet_ledvin | otoky | potize_s_travenim",,"mocopudne | protizanetlive | detoxikacni | podporuje_vylucovani","oddenek","oddenek: brezen | duben | zari | rijen","pole | louky | zahrady | rumiste","zelena","Silice: 1,8-cineol | linalool ; Triterpeny: kyselina oleanolová ; Vitaminy: vitamin A | vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík",,"nálev | odvar | tinktura | sirup","pýr | písek | pýr plazivý | drn | drnovka","1","on"
"R0273","Rakytník řešetlákový","Hippophae rhamnoides","rakytnik_resetlakovy","hippophae_rhamnoides","https://www.brvohorik.cz/l/rakytnik-resetlakovy/","ker","oslabená_imunita | nachlazeni | kozni_problemy | unava | rekonvalescence",,"vitaminizacni | antioxidantni | posiluje_imunitu | protizanetlive | regeneracni","plod | list","plod: zari | rijen ; list: cerven | cervenec","pisky | pobrezi | suche_strane | pestovane_plochy","zluta | oranzova","Silice: myrcen | limonen ; Flavonoidy: quercetin | kaempferol | isorhamnetin ; Vitaminy: vitamin C | vitamin E | vitamin A | vitamin K ; Minerální látky: železo | vápník | měď | mangan | zinek","těhotenství | kojení | alergie na rakytník | současné užívání antikoagulancií","šťáva | olej | marmeláda | sirup | tinktura","repík | rakytník | rakytníkový keř | rakytníkový strom | rakytníková bobule | rakytníkový olej","1","on"
"R0274","Rdesno blešník","Persicaria lapathifolia","rdesno_blesnik","persicaria_lapathifolia","https://www.brvohorik.cz/l/rdesno-blesnik/","bylina",,,,"nat","nat: cerven | cervenec | srpen","vlhke_lokality | pole | rumiste","ruzova","Silice: não znamé; Flavonoidy: quercetin | kaempferol; Triterpeny: kyselina betulinová; Fenolické kyseliny: kyselina kávová | kyselina ferulová; Vitaminy: vitamin C | vitamin E; Minerální látky: draslík | vápník | hořčík | fosfor | železo","těhotenství | kojení | alergie na rostliny z čeledi Polygonaceae | současné užívání antikoagulancií","nálev | odvar | tinktura","blesník | rdesno | rdesno velké","2","on"
"R0275","Rdesno hadí kořen","Bistorta major","rdesno_hadi_koren","bistorta_major","https://www.brvohorik.cz/l/rdesno-hadi-koren/","bylina","prujem | zanety_dutiny_ustni | krvaceni | zanety_traviciho_traktu",,"svirave | protizanetlive | hojive | zastavuje_krvaceni","koren","koren: zari | rijen","vlhke_louky | brehy_vod","ruzova","Třísloviny: katechiny | proantokyanidiny ; Flavonoidy: quercetin | kaempferol ; Slizy: slizové látky","těhotenství | kojení | gastrointestinální obtíže | užívání léků s vlivem na srážlivost krve","nálev | odvar | tinktura | prášek | mast","hadí kořen | rdesno | krvavé rdesno | rdesno velké","1","on"
"R0276","Rdesno mnohokvěté","Polygonum multiflorum","rdesno_mnohokvete","polygonum_multiflorum","https://www.brvohorik.cz/l/rdesno-mnohokvete/","bylina | liana","unava | vycerpani | oslabena_imunita | predcasne_sediveni",,"tonizacni | posilujici | adaptogenni | vyzivne","koren","koren: zari | rijen","pestovane_plochy | zahrady","bila","Flavonoidy: quercetin | kaempferol ; Triterpeny: β-amyrin | oleanolová kyselina ; Fenolické kyseliny: kyselina p-kumarová | kyselina ferulová ; Saponiny: rdesnové saponiny","těhotenství | kojení | alergie na rostliny z čeledi Polygonaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","rdesno | mnohokvětý rdesno | houbový rdesno","2","on"
"R0277","Rdesno peprník","Persicaria hydropiper","rdesno_peprnik","persicaria_hydropiper","https://www.brvohorik.cz/l/rdesno-peprnik/","bylina","prujem | krvaceni | zanety_dutiny_ustni",,"svíravé | protizanetlive | zastavuje_krvaceni | antibakterialni","nat","nat: cerven | cervenec | srpen","vlhke_lokality | brehy_vod | mokrady","ruzova","Silice: methylchavikol | eugenol ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina kávová | kyselina rozmarýnová ; Třísloviny: proantokyanidiny","toxické účinky při vyšších dávkách | gastrointestinální potíže | alergie na rostliny z čeledi rdesnovitých","nálev | odvar | tinktura | čerstvá šťáva","pálivý rdesno | rdesno vodní | pálivá bylinka","2","on"
"R0278","Rmen barvířský","Cota tinctoria","rmen_barvirsky","cota_tinctoria","https://www.brvohorik.cz/l/rmen-barvirsky/","bylina",,,,"kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","suche_louky | strane | skalky","zluta","Silice: chamazulen | 1,8-cineol ; Flavonoidy: kaempferol | quercetin ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura","rmen | rmen žlutý","1","on"
"R0279","Rmen rolní","Anthemis arvensis","rmen_rolni","anthemis_arvensis","https://www.brvohorik.cz/l/rmen-rolni/","bylina",,,,"kvet | nat","kvet: kveten | cerven | cervenec | srpen ; nat: kveten | cerven | cervenec","pole | rumiste | u_cest","bila | zluta","Silice: chamazulen | α-bisabolol ; Flavonoidy: apigenin | luteolin ; Třísloviny: kyselina tříslová ; Alkaloidy: - ; Glykosidy: - ; Saponiny: - ; Triterpeny: - ; Fenolické kyseliny: - ; Hořčiny: - ; Slizy: - ; Vitaminy: - ; Minerální látky","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání sedativ","nálev | odvar | tinktura | mast","rumánek | kamilka | pravý heřmánek | heřmánek lékařský","1","on"
"R0280","Reven kadeřavá","Rheum rhabarbarum","reven_kaderava","rheum_rhabarbarum","https://www.brvohorik.cz/l/reven-kaderava/","bylina","zacpa | potize_s_travenim",,"projimave | podporuje_traveni","koren | list","list: kveten | cerven ; koren: zari | rijen","zahrady | pestovane_plochy","zelena | bila","Silice: |  ; Třísloviny: kyselina gallová | kyselina elagová ; Hořčiny: rheumarin ; Vitaminy: vitamin K1 | vitamin C ; Minerální látky: draslík | vápník | hořčík | mangan | železo","těhotenství | kojení | vysoký obsah kyseliny šťavelové | onemocnění ledvin | poruchy trávení | alergie na rostliny z čeledi trávovitých","nálev | odvar | kompot | koláč | sirup | čerstvá šťáva","rebarbora | reveň | rebarbor | kadeřávek","2","on"
"R0281","Rezavec šikmý","Inonotus obliquus","rezavec_sikmy","inonotus_obliquus","https://www.brvohorik.cz/l/rezavec-sikmy/","houba","oslabena_imunita | infekce | onkologicka_onemocneni | zanety | unava",,"imunostimulacni | antioxidantni | protinadorove | protizanetlive | antivirove | tonizacni","plodnice","plodnice: celorocne","listnate_lesy | na_kmenech_brezy",,"Silice: none; Polysacharidy: betaglukany | inulin; Fenolické kyseliny: kyselina kávová | kyselina chlorogenová; Minerální látky: zinek | měď | mangan | železo; Triterpeny: kyselina betulinová; Vitaminy: vitamin D2 | vitamin B komplex","těhotenství | kojení | autoimunitní onemocnění | současné užívání imunosupresivních léků","nálev | odvar | tinktura | prášek | extrakt","chaga | březový chaga","1","on"
"R0282","Routa vonná","Ruta graveolens","routa_vonna","ruta_graveolens","https://www.brvohorik.cz/l/routa-vonna/","bylina","potize_s_travenim | nadymani | menstruační_potize",,"protikrecove | podporuje_traveni | protizanetlive | stimulacni","nat","nat: cerven | cervenec | srpen","zahrady | pestovane_plochy | suche_strane","zluta","Silice: citronelal | rutin | 1,8-cineol ; Flavonoidy: kvercetin | apigenin | diosmin ; Alkaloidy: rutarin | skopoletin ; Hořčiny: rutín","těhotenství | kojení | alergie na rostliny z čeledi Rutaceae | současné užívání antikoagulancií","nálev | tinktura | sušené listy | olej | čerstvá šťáva","routa | voňavá routa | zrzavka","3","on"
"R0283","Rozchodnice růžová","Rhodiola rosea","rozchodnice_ruzova","rhodiola_rosea","https://www.brvohorik.cz/l/rozchodnice-ruzova/","bylina","unava | stres | vycerpani | snizena_vykonnost",,"adaptogenni | tonizacni | posilujici | zlepsuje_vykonnost","koren","koren: zari | rijen","horske_oblasti | skalnate_strane","zluta","Silice: rozchodnicový olej ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová ; Saponiny: rosavin | rosarin | rhodiolosid ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Aminokyseliny: tyrosin | fenylalanin ; Vitaminy: vitamin C | vitamin E ; Minerální látky: zinek | železo | mangan","těhotenství | kojení | vysoký krevní tlak | současné užívání antidepresiv | alergie na rostliny z čeledi Crassulaceae","nálev | odvar | tinktura | kapsle | prášek","zlatý kořen | rozchodnice | rosolovec | sibiřská růže","1","on"
"R0284","Rozchodník nachový","Hylotelephium telephium","rozchodnik_nachovy","hylotelephium_telephium","https://www.brvohorik.cz/l/rozchodnik-nachovy/","bylina | sukulent",,,,"nat | list","nat: cerven | cervenec | srpen ; list: kveten | cerven","skalky | suche_strane | zahrady","ruzova | fialova","Silice: none; Flavonoidy: none; Glykosidy: glykosid telefohem; Triterpeny: none; Fenolické kyseliny: kyselina kávová; Vitaminy: vitamin C | vitamin E; Minerální látky: vápník | hořčík | železo","těhotenství | kojení | gastrointestinální potíže | alergie na rostliny z čeledi Crassulaceae","nálev | odvar | tinktura | mast","rozchodník | kamenáč | moudrovec | rozchodník pevný","1","on"
"R0285","Rozmarýn lékařský","Salvia rosmarinus","rozmaryn_lekarsky","salvia_rosmarinus","https://www.brvohorik.cz/l/rozmaryn-lekarsky/","bylina","potize_s_travenim | unava | nizky_krevni_tlak | nachlazeni",,"podporuje_traveni | stimuluje | prokrvujici | antisepticke | protizanetlive","list | nat","list: kveten | cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","zahrady | pestovane_plochy | suche_strane","modra | fialova","Silice: 1,8-cineol | camphor | borneol | alpha-pinene ; Flavonoidy: rosmarinic acid | luteolin ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin A","těhotenství | kojení | současné užívání antikoagulancií | epilepsie","nálev | odvar | tinktura | masážní olej | čerstvá šťáva","orientální rozmarýn | rosmarinus | mořský rozmarýn","1","on"
